Podcast Name,Episode Title,Date,Episode Description,Guess of Sponsorship,Matched Keyword
呱吉,【呱吉直播】呱吉電台EP100 ：開夜車#2,"Wed, 05 Jan 2022 05:46:17 GMT",回歸原點,not_sponsored,no keyword found
呱吉,【呱吉Podcast】新資料夾(73)：跨年夜等一個人,"Fri, 07 Jan 2022 04:00:00 GMT","本集節目由【SAHOLEA森歐黎漾】贊助播出

征服多項國際美妝大獎
熱銷全球14國的MIT洗髮品牌

全新推出！專業頭皮養護「質進化咖啡因系列」
添加☑️德國健髮咖啡因 ☑️天然植萃胜肽
稀疏扁塌、脆弱易斷、頭皮敏弱都有解
配方溫和無矽靈、無酒精、無人工色素
新的一年，強健髮根，告別頂上稀疏
開啟豐盈蓬鬆新人生，就從今天開始！

➡️【完整保養】豐盈養髮基礎組https://mwf.one/SoenU
➡️【懶人保養】頭皮髮絲洗護組https://mwf.one/meOtf

官網結帳輸入呱粉專屬折扣碼 FROGGY150，可享$150折扣唷！

領券時間即日起~ 2022/03/06
兌換時間即日起~ 2022/03/06

MOMO旗艦館https://mwf.one/xfscj
蝦皮旗艦館https://mwf.one/17WWm
馬來西亞蝦皮 https://mwf.one/I3DlT
*實際優惠以各平台商品頁為主

【本集重點】
鬼叫的傑克
回應黃山料
上週的蘋果派之亂
跨年的流量密碼羅志祥
跨年的氣噗噗邱威傑
呱吉的新年訊息
2022最不想聽到的詞
水逆到底是什麼？
馮迪索與巨石強森的drama
馮迪索是Bitch?
安德魯王子的醜聞與隱疾
買平板的婦人
日本的數位轉型
麥當勞與羅馬浴場
古羅馬人的穿越
119歲的人瑞與Betty White
長壽的秘訣？
呱吉采翎想活到幾歲？
--
📫 商業合作請寄信至 norge@65535studio.com
🐸 加入呱吉官方LINE帳號 https://lin.ee/uuepLUX",sponsored,贊助播出
呱吉,【呱吉直播】人生晚長EP108：2021離開人世的文化英雄們,"Wed, 12 Jan 2022 06:20:31 GMT","年末跟大家一起紀念今年離開人世的英雄們

",not_sponsored,no keyword found
呱吉,【呱吉Podcast】新資料夾(74)：新三色網軍,"Fri, 14 Jan 2022 04:09:25 GMT","本集節目由【王道銀行 X cama café VISA簽帳金融卡】贊助播出


📣 O！二代咖啡神卡誕生!! 超前部屬！強化你的職場完勝裝備！📣

☕️ 終於到了上班族最愛的星期五，用杯咖啡好好迎接週末吧！
現在前往cama café 指定門市，規劃上班族厭世金句佈置活動，快來跟beano一起合影吧！

🌟 本次活動亮點：
1.cama cafe店內刷卡消費(含綁定cama pay)現金回饋最高10%
2.收藏獨家限量款王道銀行 X cama café VISA簽帳金融卡
3.消費滿額贈獨家限量cama café 雙層玻璃杯！
4.限量！至cama café門市消費刷聯名卡會員點數5倍送！

活動連結：https://www.o-bank.com/web/Event/debit_20220630/index.html
活動佈置門市請參考活動說明網頁：https://www.camacafe.com/news/detail/252

#camacafe #王道銀行聯名卡 #上班身不由己咖啡犒賞自己 #咖啡神卡

【本集重點】
最近的低潮ＱＱ
直球對決！給山料一個respect
眾人圍觀的蜜蠟除毛體驗
呱吉是把咖啡灑出來的兇手？
美輪明宏之亂與三島由紀夫
要寶可夢不要工作
健身仔必聽！健身buddy故事集
偷拍不好喔
賣屁女與英奎
中國拍片諷刺英國
中美英關係＝呱吉的處境？
日本的鮪魚飯糰之亂
下集采翎不會在？
--
📫 商業合作請寄信至 norge@65535studio.com
🐸 加入呱吉官方LINE帳號 https://lin.ee/uuepLUX
",sponsored,贊助播出
呱吉,【呱吉直播】陪誠誠聽音樂 - EP4 來賓： 誠誠 迪拉,"Wed, 19 Jan 2022 06:02:52 GMT",跟誠誠 迪拉一起羞恥Play,not_sponsored,no keyword found
呱吉,【呱吉Podcast】新資料夾(75)：學測即地獄,"Fri, 21 Jan 2022 04:00:00 GMT","本集節目由【70mai儲能行動電源】贊助

⚠️警告，露營還有 2 天，手機電量卻剩不到 20%
→ → 跟隔壁帳偷電 or 與世隔絕，都幾？

生活就該享受，還在為大大小小充電設備煩心嗎？
【最強行動電源登場】集資突破 1,500 萬！

🐸 呱吉專屬賣場 68折 https://pse.is/3wzq8c

天傑科技正版代理，今年5,6月出貨，加贈2年保固
現省$11,300，限量優惠直上頂規

六大特色一次盤點
➡️ 1,000Wh神級電量，可充超過60台iPhone
➡️ 1,200W 大功率輸出，電磁爐電冰箱都能用
➡️ 10個可用插孔，AC,DC,USB,TypeC都包辦
➡️ 2 小時極速快充，免變壓器使用更輕便
➡️ 獨家APP輔助，隨時監控充電狀態
➡️ 多國安全認證，集資升級24個月保固

◤如果您喜歡露營，那跟70mai儲能電源是天生絕配◢
音響、空拍機、迷你冰箱和投影機 …
人再多都不怕，玩再瘋都不擔心；享受快樂露營，不用缺電戰鬥營！

◤在家裡，70mai儲能電源將照顧好你的日常起居◢
你可以無憂的使用電冰箱、洗衣機、咖啡機、甚至微波爐…
再也不怕鋪路挖斷電線的噩耗！每個夜晚，都替你的小窩點亮一盞溫暖的明燈。

💰 提供給好呱呱的獨家優惠，把握機會搶購 https://pse.is/3wzq8c

【本集重點】
需要跳過的話題
海賊王經典語錄不是海賊王說的
不要再冒充我的⋯⋯
李奧納多強迫推銷星際大戰？
呱吉看曼達洛人生氣的理由是？
上週沒講到的Drake!
Drake事件是偵探推理劇
以色列國防部長出軌
彭文正與英文
呱吉看的戀愛實境秀是？
穿假貨還好吧？
人肉佔車位是chicken game
貓為什麼要喝奶茶？
賽車比賽的露奶妹
大學學測加油
--
📫 商業合作請寄信至 norge@65535studio.com
🐸 加入呱吉官方LINE帳號 https://lin.ee/uuepLUX",sponsored,獨家優惠
呱吉,【呱吉直播】呱吉電台EP101：粗暴的言論Duck不必,"Wed, 26 Jan 2022 04:00:00 GMT",說黃山料書不好看？說麥當勞蘋果派不好吃？還是滾石40不好聽？粗暴的言論duck不必，掏心掏肺跟你講我對粗暴言論的看法，然後順便告訴你到底滾石40哪幾首我覺得好聽。,not_sponsored,no keyword found
呱吉,【呱吉Podcast】新資料夾(76)：爆雷王沉冤得雪,"Fri, 28 Jan 2022 04:03:10 GMT","本集節目由 【OhMai 與《艾爾登法環》亞洲區總代理 Epicsoft 】贊助播出

睽違已久的史詩級遊戲大作，結合了打造出黑暗奇幻動作 RPG《黑暗靈魂》系列的宮崎英高和【冰與火之歌】作者 George R.R. Martin，《艾爾登法環》即將在 2 月 25 日帶來最創造充滿奇幻故事和傳說的嶄新世界，更拿下電玩界遊戲大獎 TGA 評選為「最受期待遊戲」。

透過呱吉專屬賣場預購遊戲，輸入新資料夾專屬折扣碼「newfolder」，PlayStation 5、PlayStation 4、Xbox Series X|S、Xbox One 與 PC Steam 全平台版本現折 40 元、PC Steam 版更是最低只要 1,250 元起，還能參加 PS5 主機與遊戲模型限定版抽獎！

跳轉前往呱吉專屬賣場：https://eldenring.ohmai.tw/newfolder
專屬折扣碼：newfolder

--
版本資訊與價格：
- PlayStation 5 = 1,790 元
- PlayStation 4 = 1,790 元
- Xbox Series X|S 與 Xbox One 通用版 = 1,790 元
- PC Steam 數位下載版 = 1,290 元抽獎活動：
所有透過 OhMai 預購《艾爾登法環》的訂單將可參加額外抽獎活動，獎項包括：
- Sony PlayStation5 光碟版主機 CFI-1018A01 台灣公司貨（價值台幣 15,980 元，名額 1 名）
- 免費升級為限定版遊戲（價值美金 189.99 元，名額 1 名）
內容物包括：30 公分限定版外盒、米凱拉的鋒刃「瑪蓮妮亞」角色模型（23 公分高）、40 頁精裝美術書（英文原裝）、特製收藏鐵盒、數位原聲帶下載卡。

【本集重點】
呱吉這次準備三個星座運勢？
棒球迷沒有同理心？
前男友心態
呱吉對George R.R. Martin喊話！
「NO」很不禮貌？
公審別人對不對？
撿到錢要送去警察局嗎？
日本墜樓事件
一月無酒日
不喝酒錯了嗎？
義大利議會feat. Tifa
用ipad 第一代裝A片
M&amp;M’s巧克力與性幻想？
過年紅包包多少！
--

📫 商業合作請寄信至 norge@65535studio.com
🐸 加入呱吉官方LINE帳號 https://lin.ee/uuepLUX",sponsored,贊助播出
呱吉,【呱吉直播】陪你睡覺EP2：傻傻兩個人笑得多甜,"Sun, 30 Jan 2022 04:11:11 GMT",這不是來了,not_sponsored,no keyword found
呱吉,【呱吉直播】人生晚長EP109：2021離開人世的文化英雄（下）,"Wed, 02 Feb 2022 04:00:00 GMT",今天遇到一點意外，能不能準時呢？,not_sponsored,no keyword found
呱吉,【呱吉Podcast】752研究室EP14：預算審完大家可以回家啦,"Wed, 02 Feb 2022 14:18:51 GMT","本集重感冒前夕，可以聽到呱吉性感鼻音（吸鼻子的聲音已修掉，感謝均宏）

- 誰倒楣啊均宏倒楣！
- 議員助理薪水凍漲20年了啦
- 大麥克指數是用來評估匯率的
- 呱吉小時候酒駕只罰900塊
- 朱學恆亂棒打死老師傅
- 網路買酒該開放了吧
- 共機共艦繞台就不准辦雙城論壇
- 台北通可以做唯一的數位身分認證手段嗎？
- 福食還是核食？
- 蔣經國加入台灣隊？",not_sponsored,no keyword found
呱吉,【呱吉Podcast】新資料夾(77)之阿北初四篇,"Fri, 04 Feb 2022 03:30:00 GMT","本集節目由 【新楓之谷】贊助播出

2/13 20:00 新楓之谷線上「楓宇宙演唱會」要開唱啦～
邀請「夜貓組」x「台大嘻研」x「政大黑音」接力演出
免費索票：https://bit.ly/3g3hYPx

【本集重點】
過年禁止生氣！
談連千毅會有人身安全危險？
放送事故：初四惹⋯⋯
東燁冷笑話時間
媒體的議題設定
2012年網紅四大天王是？
華根初上vs澎恰恰
不要看外流啦！
陳零九圈粉事蹟
不想聊澎恰恰的原因？
釣魚新聞標題不nice但小嫻很nice！
演算法與呱吉的dcard
--
📫商業合作請寄信至 norge@65535studio.com
🐸加入呱吉官方LINE帳號 https://lin.ee/uuepLUX",sponsored,贊助播出
呱吉,【呱吉直播】呱吉電台EP102：春節無聊指南2022,"Wed, 09 Feb 2022 07:42:21 GMT",有甚麼動漫畫電視節目可以在漫長的春節假期裡用來消磨時間呢？,not_sponsored,no keyword found
呱吉,【呱吉Podcast】新資料夾(78)：Believe中間有個lie,"Fri, 11 Feb 2022 04:00:00 GMT","本集節目由【BOOK☆WALKER電子書】贊助

日本正版授權電子書平台，全台「漫畫、輕小說」最新最快最豐富 !小時候夢想想要收全套漫畫的你，卻因為收納空間而感到苦惱？

BOOK☆WALKER電子書平台，只要有手機、平板、電腦隨時隨地想看就看，平台不定期的優惠折扣，讓你不僅省空間還省荷包！2022國際線上動漫節，特邀呱吉、采翎推薦必看作品！

《進擊的巨人》、《藍色時期》、《排球少年》、《T子%%走》等超人氣作品79折起！

➡新資料夾聽眾加碼100元優惠券免費領取：https://bookwalker.tw/c25UR
➡2022國際動漫節，強檔作品新刊首賣：https://bookwalker.tw/kHxrR

新會員首次消費不限金額書籍再享79折，活動期間一同與我們享優惠，實現小時候的夢想吧！

【本集重點】
遺憾的消息宣布
聽眾來信：EP77的受害者
呱吉對EP77做出回應
推薦《T子%%走》《藍色時期》
英相強生與他的新內閣
夜晚河濱公園的神秘小孩
Tinder大騙徒之詐騙的精髓
假扮成緝毒局探員的人
當國家需要呱吉/采翎的時候⋯⋯
傑克要去薩泰爾？
蔡壁如與四叉貓
不知道殺人魔王別說你唸過政大
日本的馬桶不肖業者vs東燁馬桶王
Spotify與Joe Rogan之言論自由的界線？
--
💌 商業合作請寄信至 norge@65535studio.com
🐸 加入呱吉官方LINE帳號 https://lin.ee/uuepLUX",sponsored,本集節目由
呱吉,【呱吉Podcast】752研究室EP15：ＯＯ一響，父母白養。,"Tue, 15 Feb 2022 09:05:01 GMT","【本集重點】

不專業的找鈞宏
大港開唱說唱宇宙
愛可以包容一切
黃郁婷中國隊服風波
運動歸運動，政治歸政治
冬奧DQ風波
北京的陰德值
呱吉選台中市長
台北市長選情預測
初選民調教學
政黨社群流量密碼
國民黨與抖音
社群平台帶來的影響",not_sponsored,no keyword found
呱吉,【呱吉直播】陪你守歲2022：愛老虎油,"Wed, 16 Feb 2022 08:13:46 GMT","一個小時後我們看上不回顧啦

",not_sponsored,no keyword found
呱吉,【呱吉Podcast】新資料夾(79)：鼻屎好吃嗎？,"Fri, 18 Feb 2022 03:59:39 GMT","本集節目由【foodpanda】贊助播出

foodpanda訂閱制服務 #pandapro 現在新推出了多重訂閱方案!

方案分為月費119元、半年費650元，年費999元 (原價1,299，3/31前享限時特價999元)，訂閱pandapro後，無論你在台灣的哪裡/早上或晚上，只要消費滿179元，就享有無限次的免費外送！

現在訂閱年費方案還送300元美食金、外帶自取60元折扣金、熊貓超市120元購物金，光第一個月的加碼優惠就省下780元，平均下來每個月只要44元！

加入pandapro還享有包含麥當勞、星巴克等上千家餐廳的專屬優惠
☕️ 即日起到3/31，星巴克滿300享有85折優惠，最高折50元
🍟 即日起到2/28，麥當勞滿300享有85折優惠，最高折50元
以上優惠皆可與加碼的優惠券作疊加，讓你疊越多省越多！

⚠️ 注意事項：如果目前已是pandapro用戶，需先取消訂閱，至本期會員結束後，方可訂閱年費999方案，會員方案無法直接進行轉換。

最後新用戶輸入專屬優惠碼 “Newfolder” 再享滿300折150優惠
馬上點起來 &gt; https://www.foodpanda.com.tw/


【本集重點】
對上週勘誤深感抱歉
李宗瑞的花燈
Kanye West與Billie Eilish
#Kimye4ever
陳冠希的NFT
杰倫熊跟畊宏熊差在哪？
韓國人的8.89cm
挖鼻屎的澳洲自由黨議員
你小時候吃過鼻屎嗎？
孫中山祝你情人節快樂
哈德遜市的市長與冰釣風波
明尼蘇達州的奇怪法律
虛構寫作題目是兒童色情？
你不敢讓媽媽讀到的性愛場景
--
📫 商業合作請寄信至 norge@65535studio.com
🐸 加入呱吉官方LINE帳號 https://lin.ee/uuepLUX",sponsored,專屬優惠
呱吉,【呱吉直播】呱吉電台EP103：是不是想cue我唱歌啊？,"Wed, 23 Feb 2022 06:26:13 GMT",今天又過敏發作，嘴又腫起來了，等等可能還是腫的,not_sponsored,no keyword found
呱吉,【呱吉Podcast】新資料夾(80)：忙碌標題黨,"Fri, 25 Feb 2022 04:00:00 GMT","本集節目由【LINE VOOM】贊助播出

LINE VOOM是LINE去年底推出的短影音創作社群平台，讓你隨時享受精彩影音！

隨點隨看：打開LINE APP、最底下中間點進去(在聊天和TODAY中間)，隨時隨地都能看
豐富短影音：集結了多位創作者的影音內容，也會陸續推出精彩的自製節目
全新追蹤機制：LINE VOOM帳號與LINE聊天好友為分開關係，只有追蹤你的人才看得到LINE VOOM發文，也可以在LINE VOOM追蹤你喜歡的創作客或特定好友，Follow他們的最新貼文


★陸伍伍參伍 X LINE VOOM全新自製節目【奇巧聯誼社】熱烈連載中
奇男巧女來聯誼 爆笑新聞講不停！每週四在LINE VOOM獨家上線！
【奇巧聯誼社】EP3點我馬上看：https://lin.ee/9neb2sA/kurk/NF

【本集重點】
開錄一團混亂
HowGer永遠是對的！
Coinbase的超級盃廣告爭議
呱吉評比《修羅Show Lo》ps想祥我們愛你
吃鼻屎聽眾回饋
外送員比中指與路怒症
計程車司機禁止路怒==
美國女老師自製蛋白質豐富的蛋糕
對什麼東西過敏最可惜？
此標題令人生氣
王紹偉 許藍芳 謝忻
令采翎呱吉生氣的舉動？
EP77呱吉之拳神還原
色誘杜拜富豪
--
📫 商業合作請寄信至 norge@65535studio.com
🐸 加入呱吉官方LINE帳號 https://lin.ee/uuepLUX",sponsored,贊助播出
,,,,,
唐陽雞酒屋,EP.60 第一次總會特別痛 ft.理科太太,"Fri, 03 Sep 2021 09:50:51 GMT",本集由【裸鑽雪莉】抖內播出 --------------------------- 本日菜單：  本集很有學術性 女高中生是什麼身材 72公斤的理科太太 理科戀愛史 肥胖基因是怎樣？ 喝了酒就變可愛的星座 身強體壯的固定星座 雙魚座=酒 讀書機器跟戀愛機器你想當哪個 金牛座怎麼裝可憐 用excel挑老公 ---------- 本集乾爹：裸鑽雪莉  裸鑽雪莉堅持選用初次雪莉桶，釀出比單一更純粹的威士忌 「跳脫傳統、釋放自我」希望大家放下一切偽裝，回到最真實的自己  ★ 裸鑽雪莉「千人業配真挑戰」活動詳情看這邊！ 1. 9/11(六) 前點擊連結報名 →https://lihi1.cc/rwSMM 2. 裸鑽雪莉活動小組篩選資格 3. 專人親送裸鑽雪莉盲飲禮盒組到你家 4. 如果喜歡的話，於9/19 19:00前公開分享心得到你的FB或IG並 @Naked Malt 裸鑽雪莉威士忌 / @NakedMaltTW ，還有機會獲得精美小禮物，請隨時發摟裸鑽雪莉粉專最新動態消息喔！  Powered by Firstory Hosting,not_sponsored,no keyword found
唐陽雞酒屋,【本週提醒】你過勞了嗎？,"Sun, 05 Sep 2021 13:00:33 GMT",◎工作注意： 0304金牛：能力受肯定，有升官運 0322雙子：出現新機會，掌握選擇權 0333處女：需要大家互相配合 0351天秤：保持犀利能強強聯手  ◎桃花注意： 0412巨蟹：跳出鑽牛角尖，看得更多 0426魔羯：有迷惘，可請教長輩或書本 0443水瓶：柔軟一點，反而更有解 0455雙魚：天菜出現，看到就開心了  ◎財運注意： 0515獅子：正財運強，理財有成 0529天蠍：雖然財運旺，也別買買買  ◎健康注意： 0553白羊：最健康的部位，反而出錯 0606射手：怠惰出毛病，快協調回來  Powered by Firstory Hosting,not_sponsored,no keyword found
唐陽雞酒屋,EP.61 腹黑之王是誰？請接下帽子,"Tue, 07 Sep 2021 03:23:30 GMT",得罪系列又來了，請各位笑著接招吧！ 星座宮廷劇，誰可以活到最後？  本日菜單： 第一集就死掉的星座 雙魚被鬥死是因為太美？ 雙子是真小人 報仇以「十年」起跳的是..... 巨蟹討厭你，你不會知道 慈禧太后的星座 天蠍的底牌3秒就掀開 金牛才是老哞深算  Powered by Firstory Hosting,not_sponsored,no keyword found
唐陽雞酒屋,EP.62 金星，你漂亮的地方,"Fri, 10 Sep 2021 09:30:39 GMT",本集由【V-TEX防水鞋】抖內播出 --------------------- 不過有不同種漂亮方法～  本日菜單： 金星魔羯表皮都讚讚 金星雙魚的腳很美？ 很常踢到小拇指也跟星盤有關？ 金星處女一出手便知有沒有 腰很細的金星 烙賽王金處女 天秤座的腰很「強壯」 努力想當好人的金星天秤，但… 金星天蠍的生殖系統… 「那個人」也是金星天蠍啊…. ----------------------- 本集乾爹：V-TEX防水鞋  ★ V-TEX地表最強防水鞋，讓您出門在外直接防水逆！ V-TEX同時兼具防水、透氣、輕量，不僅僅是防潑水、而是真正防水，連泡水也不怕！不管是通勤、旅遊、休閒，一鞋就搞定！遇到大雨或踩到泥坑，或不小心翻倒咖啡，再也不擔心雙腳濕濕黏黏，弄髒用水輕輕一沖就乾淨，整個夏日讓雙足維持乾爽舒適！  ★ V-TEX官網選擇全家取貨，一雙就免運！單筆金額滿$4000還加贈 簡約文青感帆布袋乙個（送完為止） 結帳輸入占星幫的專屬優惠碼「TANG88」再享88折，台北西門直營店也適用喔。 新朋友加入會員立享$100現金積點，可現折抵$100！  趕快進來逛逛→https://lihi1.com/1nFPq  Powered by Firstory Hosting,sponsored,專屬優惠
唐陽雞酒屋,【本週提醒】想翻舊帳就翻吧！,"Sun, 12 Sep 2021 13:00:32 GMT",錄製時因為少講了巨蟹座，所以有另外錄音補上去哦！聽起來可能會有點差異。  ◎工作注意： 0358獅子：請找志同道合的夥伴 0413處女：反對者的意見，其實滿有參考性的 0431天秤：處理職場人際的好時機  0455魔羯：無法太輕鬆，需協調各方意見   ◎桃花注意： 0514金牛：好好享受曖昧吧！ 0530雙子：有戲劇化的桃花 0548巨蟹：理性一點很重要  0610射手：收斂一下魅力，避免爛桃花  ◎財運注意： 0629牡羊：走保守路線，進帳慢但很安全 0651雙魚：來點新嘗試，打開財運  ◎健康注意： 0711天蠍：太宅了會影響健康 0735水瓶：當心馬路三寶，慎防意外  Powered by Firstory Hosting,not_sponsored,no keyword found
唐陽雞酒屋,EP.63 三宮，學霸的宮位,"Wed, 15 Sep 2021 09:30:11 GMT",你是…非第一名不當的學霸？還是立志讓老師頭痛的鬼靈精？或者…你是發呆專家？  本日菜單： 3宮讓你成為天生學霸 太陽3宮的字典裡沒有第二名 一不小心就臭屁的3宮 月亮3宮的代表人物都不得了 醒著夢遊的海王3宮 學渣宮位？ 專心反而唸不好書的星 有人買過睡眠學習機？  Powered by Firstory Hosting,not_sponsored,no keyword found
唐陽雞酒屋,EP.64 暗黑特調：邪教系列-天堂之門,"Fri, 17 Sep 2021 09:00:06 GMT",本集來點邪惡的故事，藉由木星能量，跟大家聊聊邪教，希望大家都能好好當個地球人  本日菜單：  射手看得比較遠 50年前的末日 金牛座適合當教主 43歲是大家的中年危機 清除地球的雜質斷食法 牡羊=容陷愛 幽浮綁架保險 金牛是隱性的天蠍 我們的聽眾是外星人 最棒的高人就是健康的人  Powered by Firstory Hosting,not_sponsored,no keyword found
唐陽雞酒屋,【本週提醒】激烈的溝通是難免的，不要擔心。,"Sun, 19 Sep 2021 13:00:51 GMT",◎工作注意： 0247牡羊：立場堅持一下，別鬆動  0300雙子：忙著各種協調，選擇機會 0322獅子：專業能力，帶來資源與支持 0340天秤：別急著衝，先從旁觀察  ◎桃花注意： 0405處女：先從朋友做起 0421射手：說話別踩雷，以免吵架 0433魔羯：放輕鬆，魅力自然大爆發 0450水瓶：耳朵很硬，試著放軟些  ◎財運注意： 0510天蠍：釐清手邊錢財，能優化收入 0529雙魚：屬於自己的經費，要堅定維護  ◎健康注意： 0549金牛：別一肩扛，避免過勞 0605巨蟹：找時間休息，增進健康好運  Powered by Firstory Hosting,not_sponsored,no keyword found
唐陽雞酒屋,EP.65 人生就是鬆緊之間,"Tue, 21 Sep 2021 12:00:47 GMT",明天...要上班...我來發心靈雞湯了，一人一碗都來領好！ 大家一起收心～  本日菜單： 我也有法號 覺得痛就是長大了 當你脆弱的浮木 年輕人進化了 選擇躺平是因為更聰明  Powered by Firstory Hosting,not_sponsored,no keyword found
唐陽雞酒屋,EP.66 三宮趴兔，晚年的學霸,"Fri, 24 Sep 2021 10:00:26 GMT",經過了上集，我想你們應知道，「三宮有星」不見得都是理所當然的學霸，看看海王三宮⋯⋯(瞄)，這集，則請重點注意土星三宮….  本日菜單： 火星三宮是不可多得好員工？ 為了得第一名什麼都能學 火星三宮最愛開快車 最怕講話的三宮 土星三宮是晚年學霸？ 永遠無法隨機應變的人QQ 一開車就出事的星 太奇怪是因為太聰明 天王三宮人的交通工具是？ 學習之路就像跳恰恰的星  Powered by Firstory Hosting,not_sponsored,no keyword found
唐陽雞酒屋,【本週提醒】彼此的合作是值得的嗎？效果顯現,"Sun, 26 Sep 2021 13:00:12 GMT",◎工作注意： 0255牡羊：有天外飛來的救援 0315雙子：可盡情大展身手 0331獅子：謙虛請教專業，會獲益良多 0343天秤：把挑戰當機會，好好表現吧  ◎桃花注意： 0359金牛：桃花多元，但不一定是你的菜 0421處女：雖是好意，注意別太兇 0436射手：有共同目標，務實又浪漫 0450水瓶：遇到優質職場桃花  ◎財運注意： 0504魔羯：錢花得值得就好 0522雙魚：可積極些，把握財運  ◎健康注意： 0541巨蟹：做事要緩和，避免肢體傷害 0553天蠍：避免過與不及，凡事要適度  Powered by Firstory Hosting,not_sponsored,no keyword found
唐陽雞酒屋,EP.67 好好相處很難嗎,"Tue, 28 Sep 2021 09:30:49 GMT",本集由【Vana Candles 瑞典香氛】贊助播出 --------------------------- 本日菜單：  海邊的味道才不是海鮮味 好想找人吵架有沒有 水象想說的話都在腦袋擠一坨 請安心對風象生氣？ 關係被刺激也被活化 不順眼的人只會更不順眼 就是來翻舊帳 做不來的事，可以找別人做 天秤座瘋了 上升天秤以為躲得過嗎 最近很累但很有效果 --------------------------- 本集乾爹：Vana Candles 瑞典香氛  100%瑞典製造香氛蠟燭搭配融蠟燈讓你在忙碌生活中創造屬於自己的私密香氛儀式感🥰 Vana Candles x 唐陽雞酒屋專屬優惠✨ 官網輸入【TANG85】全站享85折優惠🔥 推薦高CP、熱銷的「摩登實木暖燈」&amp;「幾何款森林綠暖燈」   現在買任一款融蠟燈就送蠟燭 #讓你好好跟自己相處 #好好相處一點都不難 https://www.vanaliving.com/categories/candle-warmer 活動只到10/20 喔！  Powered by Firstory Hosting,sponsored,專屬優惠
唐陽雞酒屋,EP.68 金魚腦了,"Fri, 01 Oct 2021 09:30:11 GMT",不要問我，我已經忘了自己講過什麼～  本日菜單：  雙魚能量強時會集體健忘 跟哪個星座講話想快轉？ 敗在細節的雙魚 稱霸健忘榜的射手座 射手裝可愛你打得下去？ 天秤的記憶力遇誰會失能 只記得恨的天蠍 唐老師的仇人小本本竟被格式化 感謝西藏小妹妹給我們健康快樂的唐老師 歡迎銀杏廠商置入（結果沒有）  Powered by Firstory Hosting,not_sponsored,no keyword found
唐陽雞酒屋,【本週提醒】逆行是在提醒我們過去犯的失誤喔！,"Sun, 03 Oct 2021 13:00:54 GMT",◎工作注意： 0232巨蟹：有升官運，贏在關鍵時刻 0248處女：靠專業能力，迅速接球 0301天秤：眾人看到你的成果 0319水瓶：出現支持的力量，能發揮理想  ◎桃花注意： 0339金牛：自有定見的模樣，散發魅力 0352天蠍：少說話、多行動 0407魔羯：溫和放鬆的氛圍，顯得更可愛 0424雙魚：戲劇性的桃花，好好判斷  ◎財運注意： 0443牡羊：有大挑戰，可好好把握 0500射手：財運好到，天上掉餡餅  ◎健康注意： 0517雙子：有話就要講，注意多休息 0545獅子：注意胸腔與消化系統  Powered by Firstory Hosting,not_sponsored,no keyword found
唐陽雞酒屋,EP.69 金星，你漂亮的地方Ⅱ,"Tue, 05 Oct 2021 10:00:42 GMT",ㄟ⋯⋯很多人說對金星無感，金星呀，你真的要仔細體會，它就像調味料，不是主菜卻至關重要！在別人眼中你是什麼「味」（女人味還是聰明味）可都靠它呢～  本日菜單： 把衣服還給阿妹 木星才是我們的禮物 金星牡羊的腦袋切片 適合遠距離戀愛的星座 大屁股金星 金星射手盡量EQ高 肝很好的金射手 唐老師的戀愛建議 不平凡的胸部 肉肉的比較紅的星座 逼人吃東西的金星巨蟹 對便當有執念的金星金牛  Powered by Firstory Hosting,not_sponsored,no keyword found
唐陽雞酒屋,EP. 70  三宮趴三，一定幸運,"Fri, 08 Oct 2021 09:00:19 GMT",只要有星落三宮，不管是哪顆星(就算是土星)，你也已經「比別人幸運」了，因為⋯想知道嗎？聽完這集就明白囉！  本日菜單： 金星三宮的朋友都帥哥美女😘 人生會轉彎的三宮 你容易吸引壞壞的人嗎？ 跟樂觀沒有關係的三宮 情勒大王在本集 覺得自己最棒的木星三宮 天生考運超好 很幸運但被討厭的木星三宮 下次要講的宮位是……？  Powered by Firstory Hosting,not_sponsored,no keyword found
唐陽雞酒屋,【本週提醒】休息夠了，該是往前走的時候囉！,"Sun, 10 Oct 2021 13:00:47 GMT",◎工作注意： 0236雙子：精簡作業，華麗登場 0250巨蟹：出現機會與貴人 0306天蠍：能發揮專業能力 0322雙魚：展現企圖心，能得貴人與資源  ◎桃花注意： 0343獅子：出現誘惑，要好好思考 0357處女：尋求外界意見，避免鑽牛角尖 0415射手：天然呆，特別有魅力 0433魔羯：要有商量空間，避免感情危機  ◎財運注意： 0452金牛：正財運旺，遇到貴人要把握 0505天秤：有錢的煩惱，購物要節制  ◎健康注意： 0536牡羊：支援前線救火隊，當心過勞 0554水瓶：天氣變化大，注意心血管問題  Powered by Firstory Hosting,not_sponsored,no keyword found
